Biosample,Contig,Genus,Species,Predicted_mobility,Size,Relaxase,PCN,Percentage_DNA_load,Total_DNA_load,Replicon_type,Replicon_form,Chromosome_size,GC,Plasmids_per_cell,Topology,Predicted_PTU
GCF_030389215,NZ_CP128885.1,Escherichia,Escherichia coli,mobilizable,4076,MOBQ,44.2861276233844,3.5922760739731,180510.256192915,rep_cluster_1778,Single replicons,5024955,49.8527968596663,10,circular,PTU-E10
GCF_030389215,NZ_CP128882.1,Escherichia,Escherichia coli,conjugative,49458,MOBF,6.24973482821728,6.15128663110357,309099.38513397,IncN,Single replicons,5024955,52.0522463504388,10,circular,PTU-N1
GCF_030389215,NZ_CP128880.1,Escherichia,Escherichia coli,conjugative,65959,MOBF,1.75610870066216,2.30511862866384,115831.173786975,"IncFIA,IncFIC",Multiple replicons,5024955,51.8155217635198,10,circular,PTU-FE
GCF_030389215,NZ_CP128879.1,Escherichia,Escherichia coli,conjugative,66042,Multiple MOB,1.38672044061357,1.82253953197593,91581.7913390011,"IncFIA,IncFIC",Multiple replicons,5024955,51.8185397171497,10,circular,PTU-FE
GCF_030389215,NZ_CP128886.1,Escherichia,Escherichia coli,mobilizable,3750,MOBQ,30.4535779185317,2.27267542086434,114200.917194494,Col156,Single replicons,5024955,52.1066666666667,10,circular,PTU-E7
GCF_030389215,NZ_CP128887.1,Escherichia,Escherichia coli,mobilizable,1549,No MOB,138.383136797026,4.26581887596193,214355.478898593,Col(MG828),Single replicons,5024955,51.0652033570045,10,circular,PTU-E9
GCF_030389235,NZ_CP128891.1,Escherichia,Escherichia coli,mobilizable,4077,MOBQ,121.494391900521,10.3189935046169,495332.635778424,rep_cluster_1778,Single replicons,4800203,49.8650968849644,3,circular,PTU-E10
GCF_030389235,NZ_CP128890.1,Escherichia,Escherichia coli,conjugative,51117,MOBF,7.38038880324077,7.8593204173919,377263.334455258,IncN,Single replicons,4800203,51.4192929945028,3,circular,PTU-N1
GCF_030389275,NZ_CP128911.1,Escherichia,Escherichia coli,mobilizable,4087,MOBQ,135.146137840988,11.2351006536754,552342.265356119,rep_cluster_1778,Single replicons,4916220,49.8654269635429,4,circular,PTU-E10
GCF_030389275,NZ_CP128909.1,Escherichia,Escherichia coli,conjugative,50134,MOBF,5.29484254489932,5.39950685986352,265451.636145983,IncN,Single replicons,4916220,51.3424023616707,4,circular,PTU-N1
GCF_030389275,NZ_CP128910.1,Escherichia,Escherichia coli,mobilizable,5167,MOBQ,146.202585388065,15.3660486857816,755428.758700134,Col156,Single replicons,4916220,47.5130636733114,4,circular,PTU-E7
GCF_030389295,NZ_CP128915.1,Escherichia,Escherichia coli,conjugative,51776,MOBF,2.79116230355412,2.8225595717821,144515.219428818,IncN,Single replicons,5120006,51.7131489493201,3,circular,PTU-N1
GCF_030389315,NZ_CP128918.1,Escherichia,Escherichia coli,conjugative,49758,MOBF,2.44078565097113,2.43824880984235,121448.612421021,IncN,Single replicons,4980977,51.2540696973351,2,circular,PTU-N1
GCF_030389595,NZ_CP128921.1,Escherichia,Escherichia coli,conjugative,58542,MOBF,5.74666872588538,6.75806100529947,336421.480550782,IncN,Single replicons,4978077,52.4307334904855,3,circular,PTU-N1
GCF_030389595,NZ_CP128920.1,Escherichia,Escherichia coli,conjugative,63805,MOBF,2.07462398717636,2.65908670158753,132371.383501787,"IncFIA,IncFIC",Multiple replicons,4978077,50.1919912232584,3,circular,PTU-FE
GCF_030389655,NZ_CP128925.1,Escherichia,Escherichia coli,conjugative,48260,MOBF,4.16997511690667,4.22230953242702,201242.999141916,IncN,Single replicons,4766183,51.9125569830087,2,circular,-
GCF_030389655,NZ_CP128924.1,Escherichia,Escherichia coli,conjugative,235972,MOBH,1.37609235615902,6.81298358597556,324719.265467557,"IncHI2A,rep_cluster_1088",Multiple replicons,4766183,46.3211736985744,2,circular,PTU-HI2
GCF_030389695,NZ_CP128929.1,Escherichia,Escherichia coli,conjugative,48249,MOBF,5.42422282187337,5.13504312731096,261713.326932568,IncN,Single replicons,5096614,51.9202470517524,4,circular,PTU-N1
GCF_030389695,NZ_CP128927.1,Escherichia,Escherichia coli,non-mobilizable,93747,No MOB,1.27042128701894,2.33680997607754,119098.184394165,"IncHI1B,IncHI1B",Multiple replicons,5096614,49.1599731191398,4,circular,PTU-E49
GCF_030389695,NZ_CP128928.1,Escherichia,Escherichia coli,mobilizable,66878,No MOB,1.62988646450234,2.13874440899364,109003.546972987,"IncFIA,IncFIA,IncFIB,IncFII",Multiple replicons,5096614,46.0883997727205,4,circular,-
GCF_030389695,NZ_CP128930.1,Escherichia,Escherichia coli,non-mobilizable,1477,No MOB,1.09924670657012,0.0318561967926956,1623.58738560407,-,Single replicons,5096614,55.6533513879485,4,circular,-
GCF_030389715,NZ_CP128938.1,Escherichia,Escherichia coli,non-mobilizable,3988,No MOB,13.5940165491284,1.08628903416333,54212.937997924,rep_cluster_2373,Single replicons,4990655,45.8625877632899,7,circular,-
GCF_030389715,NZ_CP128937.1,Escherichia,Escherichia coli,mobilizable,6466,No MOB,26.7985857449995,3.47208243060614,173279.655427167,rep_cluster_2335,Single replicons,4990655,42.5765542839468,7,circular,-
GCF_030389715,NZ_CP128936.1,Escherichia,Escherichia coli,conjugative,43680,MOBP,1.19358312644397,1.04466670132623,52135.7109630727,IncX4,Single replicons,4990655,40.4441391941392,7,circular,PTU-E28
GCF_030389715,NZ_CP128935.1,Escherichia,Escherichia coli,conjugative,50698,MOBF,7.5137035146829,7.63286063226958,380929.740787394,IncN,Single replicons,4990655,51.9270977158862,7,circular,PTU-N1
GCF_030389715,NZ_CP128934.1,Escherichia,Escherichia coli,conjugative,57074,MOBP,1.24495691226945,1.42375441321563,71054.6708108666,IncI2,Single replicons,4990655,42.4308792094474,7,circular,PTU-I2
GCF_030389715,NZ_CP128933.1,Escherichia,Escherichia coli,non-mobilizable,93168,No MOB,2.52293648982147,4.70994181893333,235056.946883687,"IncFIA,rep_cluster_2077,rep_cluster_2203",Multiple replicons,4990655,48.8687102867937,7,circular,-
GCF_030389735,NZ_CP128946.1,Escherichia,Escherichia coli,mobilizable,4867,MOBP,14.5707777605683,1.48227058952833,70915.9753606859,rep_cluster_2486,Single replicons,4784280,49.0034929114444,7,circular,-
GCF_030389735,NZ_CP128945.1,Escherichia,Escherichia coli,mobilizable,5903,MOBF,22.4975847609924,2.77582505296801,132803.242844138,"rep_cluster_2350,rep_cluster_2358",Multiple replicons,4784280,43.0967304760291,7,circular,PTU-E1
GCF_030389735,NZ_CP128944.1,Escherichia,Escherichia coli,mobilizable,6222,No MOB,8.37187653967879,1.08877021892283,52089.8158298814,rep_cluster_2335,Single replicons,4784280,52.4750883960141,7,circular,PTU-E52
GCF_030389735,NZ_CP128942.1,Escherichia,Escherichia coli,conjugative,50131,MOBP,2.1243187887863,2.22591957829905,106494.225200646,IncX1,Single replicons,4784280,46.4562845345196,7,circular,PTU-X1
GCF_030389735,NZ_CP128943.1,Escherichia,Escherichia coli,conjugative,48260,MOBF,4.8560593427152,4.89840527476309,234353.423879435,IncN,Single replicons,4784280,51.9125569830087,7,circular,PTU-N1
GCF_030389735,NZ_CP128941.1,Escherichia,Escherichia coli,non-mobilizable,103767,No MOB,1.1242066247074,2.43830939715095,116655.548826013,"IncHI1B,IncHI1B",Multiple replicons,4784280,48.014301271117,7,circular,PTU-E49
GCF_030389735,NZ_CP128940.1,Escherichia,Escherichia coli,conjugative,152942,MOBP,1.67763268474455,5.36299083812403,256580.498070201,"IncFIB,IncI-gamma/K1",Multiple replicons,4784280,49.3258882452171,7,circular,PTU-I1
GCF_030389755,NZ_CP128949.1,Escherichia,Escherichia coli,mobilizable,4087,MOBQ,12.3619792753196,1.01759132524131,50523.4092982311,rep_cluster_1778,Single replicons,4965000,49.8654269635429,2,circular,PTU-E10
GCF_030389755,NZ_CP128948.1,Escherichia,Escherichia coli,conjugative,39121,MOBF,16.4728833433838,12.9795703781776,644435.669276517,IncN,Single replicons,4965000,52.0896705094451,2,circular,PTU-N1
GCF_030389945,NZ_CP128984.1,Escherichia,Escherichia coli,mobilizable,6062,MOBP,16.0321072424876,1.87609423195343,97186.63410396,rep_cluster_2350,Single replicons,5180264,47.2781260310129,6,circular,-
GCF_030389945,NZ_CP128983.1,Escherichia,Escherichia coli,mobilizable,6267,Multiple MOB,20.2865272307318,2.45423140895901,127135.666154996,rep_cluster_2350,Single replicons,5180264,46.5294399234083,6,circular,PTU-E1
GCF_030389945,NZ_CP128982.1,Escherichia,Escherichia coli,conjugative,49245,MOBF,4.77483620460905,4.5390892992321,235136.808895973,IncN,Single replicons,5180264,52.3545537618032,6,circular,PTU-N1
GCF_030389945,NZ_CP128981.1,Escherichia,Escherichia coli,conjugative,121438,MOBP,1.12764760633408,2.64348052566429,136939.270017998,IncI-gamma/K1,Single replicons,5180264,51.9960803043528,6,circular,PTU-I1
GCF_030389945,NZ_CP128980.1,Escherichia,Escherichia coli,conjugative,138779,MOBF,1.42294938705028,3.81207392104824,197475.492985451,"IncFIA,IncFIB,IncFIC,IncFII",Multiple replicons,5180264,48.8856383170364,6,circular,-
GCF_030389945,NZ_CP128985.1,Escherichia,Escherichia coli,mobilizable,3751,MOBQ,33.5160887914405,2.42688112143886,125718.849056693,Col156,Single replicons,5180264,52.1727539322847,6,circular,PTU-E7
GCF_030515195,NZ_CP082050.1,Escherichia,Escherichia coli,mobilizable,13179,MOBQ,1.59761939959338,0.428408746145316,21055.0260672412,"Col156,rep_cluster_2131",Multiple replicons,4914705,46.5892708096214,5,circular,PTU-E7
GCF_030515195,NZ_CP082051.1,Escherichia,Escherichia coli,non-mobilizable,2104,No MOB,12.0202463082618,0.514590361630713,25290.5982325827,Col(BS512),Single replicons,4914705,47.148288973384,5,circular,PTU-E47
GCF_030515215,NZ_CP082055.1,Escherichia,Escherichia coli,mobilizable,7430,MOBQ,3.75704592898174,0.558552506963372,27914.8512523344,rep_cluster_1778,Single replicons,4997713,51.2920592193809,2,circular,PTU-E10
GCF_030515215,NZ_CP082054.1,Escherichia,Escherichia coli,non-mobilizable,57922,No MOB,1.51450929091762,1.75527100392781,87723.4071485305,"IncFIB,IncFII",Multiple replicons,4997713,51.804150409171,2,circular,PTU-FE
GCF_030515235,NZ_CP082060.1,Escherichia,Escherichia coli,conjugative,33429,MOBP,1.03250114925657,0.677890128896469,34515.4809184977,IncX4,Single replicons,5091604,41.4011786173682,5,circular,PTU-X4
GCF_030515235,NZ_CP082058.1,Escherichia,Escherichia coli,conjugative,92494,MOBP,1.30753758577272,2.37527076847419,120939.381458462,IncK2/Z,Single replicons,5091604,52.5125954115943,5,circular,PTU-B/O/K/Z
GCF_030515235,NZ_CP082059.1,Escherichia,Escherichia coli,conjugative,75306,MOBF,1.03151859068167,1.52563983746329,77679.5389898742,IncFIA,Single replicons,5091604,51.6678617905612,5,circular,PTU-FE
GCF_030515255,NZ_CP082064.1,Escherichia,Escherichia coli,mobilizable,17997,Multiple MOB,6.5724105171694,2.34546910161483,118283.672077498,rep_cluster_2350,Single replicons,5043071,48.5969883869534,4,circular,PTU-E14
GCF_030515255,NZ_CP082063.1,Escherichia,Escherichia coli,mobilizable,87055,MOBP,1.40464682697535,2.42474336614216,122281.529522339,"IncFIB,IncFII,rep_cluster_2131",Multiple replicons,5043071,50.7529722589168,4,circular,PTU-FE
GCF_030515255,NZ_CP082066.1,Escherichia,Escherichia coli,mobilizable,1564,No MOB,31.7590953539924,0.984940032247098,49671.2251336441,Col(MG828),Single replicons,5043071,51.7902813299233,4,circular,PTU-E9
GCF_030515255,NZ_CP082065.1,Escherichia,Escherichia coli,non-mobilizable,2183,No MOB,36.0365284869023,1.55991739332854,78667.7416869077,Col(BS512),Single replicons,5043071,47.1827759963353,4,circular,PTU-E47
GCF_030515355,NZ_CP082069.1,Escherichia,Escherichia coli,conjugative,68931,MOBF,2.09275653766764,2.91135724535464,144255.800897968,"IncFIA,IncFII",Multiple replicons,4954933,50.7115811463638,5,circular,PTU-FE
GCF_030515355,NZ_CP082068.1,Escherichia,Escherichia coli,conjugative,130247,MOBF,1.39991966271365,3.67987491070948,182335.336309465,"Col156,IncFIA,IncFIB,IncFII",Multiple replicons,4954933,50.8825539167889,5,circular,PTU-FE
GCF_030515375,NZ_CP082074.1,Escherichia,Escherichia coli,conjugative,103675,MOBF,1.0568768947294,2.14209117109523,109571.71206107,"IncFIB,IncFIC,rep_cluster_2371",Multiple replicons,5115175,47.5611285266458,1,circular,-
GCF_030515405,NZ_CP082076.1,Escherichia,Escherichia coli,conjugative,72918,MOBF,6.56929421096373,9.57137010349347,479019.795275053,"IncFIA,IncFII",Multiple replicons,5004715,51.5880852464412,1,circular,PTU-FE
GCF_030515435,NZ_CP082079.1,Escherichia,Escherichia coli,mobilizable,4629,Multiple MOB,20.7872284061307,1.98441940647668,96224.080291979,rep_cluster_2350,Single replicons,4848979,50.3780514149924,2,circular,PTU-E1
GCF_030515435,NZ_CP082078.1,Escherichia,Escherichia coli,conjugative,142433,MOBF,1.24189060731775,3.64790618544831,176886.204872089,"IncFIA,IncFIB",Multiple replicons,4848979,49.3347749468171,2,circular,PTU-FE
GCF_030515455,NZ_CP082082.1,Escherichia,Escherichia coli,conjugative,124341,MOBF,1.23874248586464,3.18600219123887,154026.479434895,"IncFIB,rep_cluster_2244",Multiple replicons,4834475,49.8154269307791,2,circular,PTU-FE
GCF_030515475,NZ_CP082084.1,Escherichia,Escherichia coli,conjugative,151904,MOBF,1.22251844177695,3.6762595299769,185705.441379686,"IncFIB,IncFIC,rep_cluster_2244",Multiple replicons,5051478,49.3364230040025,1,circular,PTU-?
GCF_030515495,NZ_CP082086.1,Escherichia,Escherichia coli,conjugative,134025,MOBF,1.68070649140785,4.34079389772713,225256.687510937,"IncFIB,IncFIC,rep_cluster_2244",Multiple replicons,5189297,49.3005036373811,1,circular,PTU-FE
GCF_030515515,NZ_CP082090.1,Escherichia,Escherichia coli,conjugative,57134,MOBF,4.32312238080978,5.11805693424977,246997.274105186,IncN,Single replicons,4825997,52.681415619421,3,circular,PTU-N1
GCF_030515515,NZ_CP082089.1,Escherichia,Escherichia coli,conjugative,59165,MOBP,2.41800974181919,2.96439360353378,143061.546374732,IncI1/B/O,Single replicons,4825997,51.2955294515338,3,circular,PTU-B/O/K/Z
GCF_030515515,NZ_CP082088.1,Escherichia,Escherichia coli,mobilizable,100023,MOBP,1.8030592471972,3.73699766250177,180347.395082406,"IncFIB,IncFIC,rep_cluster_2244",Multiple replicons,4825997,48.988732591504,3,circular,PTU-?
GCF_030515535,NZ_CP082093.1,Escherichia,Escherichia coli,mobilizable,8423,MOBP,10.452554133875,1.67704313817635,88041.8634696293,rep_cluster_2350,Single replicons,5249827,52.0360916538051,2,circular,PTU-E14
GCF_030515535,NZ_CP082092.1,Escherichia,Escherichia coli,non-mobilizable,22411,No MOB,5.56268247597188,2.37465495470624,124665.276969006,IncU,Single replicons,5249827,57.2754450939271,2,circular,-
GCF_030515575,NZ_CP082099.1,Escherichia,Escherichia coli,mobilizable,12783,Multiple MOB,7.77688797750001,1.9213504389561,99411.9590163827,rep_cluster_2350,Single replicons,5174067,48.8930610967691,2,circular,PTU-E1
GCF_030515595,NZ_CP082101.1,Escherichia,Escherichia coli,conjugative,113122,MOBF,1.44738098441155,3.40885895416126,163730.631718603,"IncFIA,IncFIB,IncFIC",Multiple replicons,4803092,51.4559502130443,2,circular,-
GCF_030515615,NZ_CP082105.1,Escherichia,Escherichia coli,conjugative,91472,MOBP,1.02240314546583,1.79241638164557,93521.26052205,IncI1/B/O,Single replicons,5217608,50.1508658387266,3,circular,PTU-I1
GCF_030515615,NZ_CP082106.1,Escherichia,Escherichia coli,mobilizable,1535,No MOB,76.7344886124482,2.25749883893363,117787.440020108,Col(MG828),Single replicons,5217608,51.400651465798,3,circular,PTU-E9
GCF_030845355,NZ_CP132549.1,Escherichia,Escherichia coli,conjugative,242042,MOBF,1.13279108658738,5.91751228477348,274183.020179783,"IncFIA,IncFIB,IncFIC",Multiple replicons,4633417,49.9776898224275,1,circular,PTU-E77
GCF_030908685,NZ_CP133125.1,Escherichia,Escherichia coli,non-mobilizable,92736,No MOB,1.07052747034967,1.81820511163915,99276.4354903472,"IncFIA,IncFIB",Multiple replicons,5460134,47.5996376811594,1,circular,PTU-E5
GCF_030908705,NZ_CP133131.1,Escherichia,Escherichia coli,non-mobilizable,63329,No MOB,1.20727579461788,1.4172085859968,76455.5687973555,-,Single replicons,5394800,50.2455431161079,2,circular,-
GCF_030908725,NZ_CP133127.1,Escherichia,Escherichia coli,non-mobilizable,92735,No MOB,1.03688898899953,1.76105417935555,96155.9003948714,"IncFIA,IncFIB",Multiple replicons,5460133,47.6001509678115,1,circular,PTU-E5
GCF_030908745,NZ_CP133129.1,Escherichia,Escherichia coli,non-mobilizable,92737,No MOB,1.20303141600867,2.04378541071065,111565.524426396,"IncFIA,IncFIB",Multiple replicons,5458769,47.6002027238319,1,circular,PTU-E5
GCF_030988725,NZ_CP058900.1,Escherichia,Escherichia coli,mobilizable,4072,MOBQ,7.30798542171842,0.602930489167178,29758.1166372374,rep_cluster_1778,Single replicons,4935580,51.4734774066798,3,circular,PTU-E10
GCF_030988725,NZ_CP058898.1,Escherichia,Escherichia coli,mobilizable,93277,MOBP,1.87048945681921,3.53501807414176,174473.645063726,"IncFIB,IncFII",Multiple replicons,4935580,51.9956688143915,3,circular,PTU-FE
GCF_030988725,NZ_CP058899.1,Escherichia,Escherichia coli,non-mobilizable,2113,No MOB,18.3595847620915,0.786002913584611,38793.8026022993,Col(BS512),Single replicons,4935580,47.1367723615712,3,circular,PTU-E47
GCF_030988825,NZ_CP058921.1,Escherichia,Escherichia coli,mobilizable,4072,MOBQ,18.7130459292919,1.54258071774335,76199.5230240767,rep_cluster_1778,Single replicons,4939743,51.4734774066798,4,circular,PTU-E10
GCF_030988825,NZ_CP058918.1,Escherichia,Escherichia coli,mobilizable,89795,MOBP,1.26190726191789,2.29390400642133,113312.962583917,"IncFIB,IncFII,rep_cluster_2131",Multiple replicons,4939743,51.2957291608664,4,circular,PTU-FE
GCF_030988825,NZ_CP058920.1,Escherichia,Escherichia coli,non-mobilizable,2113,No MOB,39.4537721305751,1.68765501589668,83365.8205119052,Col(BS512),Single replicons,4939743,47.1367723615712,4,circular,PTU-E47
GCF_030988915,NZ_CP058923.1,Escherichia,Escherichia coli,mobilizable,98451,MOBP,1.2368906103172,2.44709436789512,121773.117476338,"IncFIB,IncFII,rep_cluster_2131",Multiple replicons,4976233,51.2650963423429,2,circular,PTU-FE
GCF_030988915,NZ_CP058924.1,Escherichia,Escherichia coli,non-mobilizable,2101,No MOB,6.10938934727295,0.257942644940871,12835.8270186205,Col(BS512),Single replicons,4976233,47.1680152308425,2,circular,PTU-E47
GCF_030991405,NZ_CP059335.1,Escherichia,Escherichia coli,mobilizable,4090,MOBQ,8.74351548566763,0.711908905553227,35760.9783363806,rep_cluster_1778,Single replicons,5023252,51.6136919315403,6,circular,PTU-E10
GCF_030991405,NZ_CP059333.1,Escherichia,Escherichia coli,mobilizable,104838,MOBP,1.76772315327887,3.68933431855399,185324.55994345,"IncFIB,IncFII,rep_cluster_2131",Multiple replicons,5023252,51.6988114996471,6,circular,PTU-FE
GCF_030991405,NZ_CP059336.1,Escherichia,Escherichia coli,mobilizable,1982,No MOB,29.1114877473195,1.14863774931433,57698.9687151873,ColpVC,Single replicons,5023252,57.3158425832492,6,circular,PTU-E11
GCF_030991405,NZ_CP059338.1,Escherichia,Escherichia coli,non-mobilizable,2101,No MOB,20.8858805650772,0.873562287283762,43881.2350672273,Col(BS512),Single replicons,5023252,47.1204188481675,6,circular,PTU-E47
GCF_030991425,NZ_CP059342.1,Escherichia,Escherichia coli,mobilizable,4072,MOBQ,1.47244308057759,0.117973612095751,5995.78822411194,rep_cluster_1778,Single replicons,5082313,51.4489194499018,3,circular,PTU-E10
GCF_030991425,NZ_CP059340.1,Escherichia,Escherichia coli,mobilizable,181199,MOBP,1.39824521104421,4.98514424428403,253360.633995999,"IncFIB,IncFII,rep_cluster_2131",Multiple replicons,5082313,55.189046297165,3,circular,-
GCF_030991425,NZ_CP059341.1,Escherichia,Escherichia coli,non-mobilizable,2113,No MOB,14.2056530222014,0.590607954211234,30016.5448359116,Col(BS512),Single replicons,5082313,47.1367723615712,3,circular,PTU-E47
GCF_031675355,NZ_CP136756.1,Escherichia,Escherichia coli,non-mobilizable,92735,No MOB,1.01833555379526,1.72999353842333,94435.3475812038,"IncFIA,IncFIB",Multiple replicons,5458711,47.6012293093223,1,circular,PTU-E5
GCF_032345195,NZ_CP135462.1,Escherichia,Escherichia coli,mobilizable,4074,MOBQ,43.5942747860988,3.61397688434938,177603.075478567,rep_cluster_1778,Single replicons,4914339,49.8527245949926,6,circular,PTU-E10
GCF_032345195,NZ_CP135459.1,Escherichia,Escherichia coli,conjugative,76262,MOBF,1.23004864048039,1.90882170359666,93805.9694203153,"IncFIA,IncFIA,IncFII",Multiple replicons,4914339,51.6508877291443,6,circular,PTU-FE
GCF_032345195,NZ_CP135461.1,Escherichia,Escherichia coli,mobilizable,5167,MOBQ,89.6730982311651,9.42834628544001,463340.89856043,Col156,Single replicons,4914339,47.5130636733114,6,circular,PTU-E7
GCF_032345195,NZ_CP135464.1,Escherichia,Escherichia coli,non-mobilizable,1433,No MOB,161.336230815177,4.70449471959806,231194.818758148,Col(MG828),Single replicons,4914339,51.8492672714585,6,circular,-
GCF_032345195,NZ_CP135463.1,Escherichia,Escherichia coli,mobilizable,1538,No MOB,191.358345009233,5.9887837331572,294309.1346242,Col(MG828),Single replicons,4914339,51.8855656697009,6,circular,PTU-E9
GCF_032351055,NZ_CP135492.1,Escherichia,Escherichia coli,mobilizable,2213,No MOB,18.6447530128539,0.867062049941124,41260.8384174458,"rep_cluster_2335,rep_cluster_2405",Multiple replicons,4758695,51.0619069136918,5,circular,PTU-E52
GCF_032351055,NZ_CP135491.1,Escherichia,Escherichia coli,non-mobilizable,26248,No MOB,1.31068371930103,0.722946653740437,34402.8262642135,IncI-gamma/K1,Single replicons,4758695,47.0092959463578,5,circular,-
GCF_032351055,NZ_CP135493.1,Escherichia,Escherichia coli,mobilizable,1459,No MOB,22.8616365975813,0.700930145677989,33355.1277958712,Col(MG828),Single replicons,4758695,50.9252912954078,5,circular,PTU-E9
GCF_032354275,NZ_CP135506.1,Escherichia,Escherichia coli,mobilizable,4063,MOBQ,5.34959276439601,0.455868885846949,21735.395401741,rep_cluster_1778,Single replicons,4767905,51.4890475018459,5,circular,PTU-E10
GCF_032354275,NZ_CP135505.1,Escherichia,Escherichia coli,conjugative,35132,MOBP,1.57185085470441,1.15820814859934,55222.2642274754,IncX4,Single replicons,4767905,41.6002504838893,5,circular,PTU-X4
GCF_032354275,NZ_CP135503.1,Escherichia,Escherichia coli,conjugative,166109,Multiple MOB,1.1517131997229,4.01245259485604,191309.927892771,"IncFIA,IncFIA,IncFIB,IncFIC",Multiple replicons,4767905,52.026079261208,5,circular,PTU-FE
GCF_032354275,NZ_CP135507.1,Escherichia,Escherichia coli,mobilizable,3372,MOBP,14.3074337193554,1.01186299856365,48244.6665016663,-,Single replicons,4767905,55.1897983392645,5,circular,PTU-E1
GCF_032359195,NZ_CP119442.1,Escherichia,Escherichia coli,conjugative,274029,Multiple MOB,1.34478045695163,7.29202821042878,368508.843837997,IncFIA,Single replicons,5053585,46.5786467855592,1,circular,PTU-FSh
GCF_032361125,NZ_CP119444.1,Escherichia,Escherichia coli,conjugative,285256,Multiple MOB,1.31325770338344,7.8490065912809,374614.639436348,IncFIA,Single replicons,4772765,46.333819446392,2,circular,PTU-FSh
GCF_032375085,NZ_CP135648.1,Escherichia,Escherichia coli,conjugative,86199,MOBP,2.67392933773833,4.77244367100449,230490.034983706,IncI1/B/O,Single replicons,4829602,49.6618290235386,2,circular,PTU-I1
GCF_032375085,NZ_CP135647.1,Escherichia,Escherichia coli,conjugative,147576,Multiple MOB,2.01629202378642,6.16109384794657,297556.311702304,"IncFIA,IncFIA,IncFIB,IncFII,rep_cluster_2131",Multiple replicons,4829602,51.4358703312192,2,circular,PTU-FE
GCF_032375105,NZ_CP135652.1,Escherichia,Escherichia coli,conjugative,28484,MOBP,4.45595869929346,2.69059461910182,126923.527590675,rep_cluster_312,Single replicons,4717304,46.2751018115433,3,circular,-
GCF_032375105,NZ_CP135650.1,Escherichia,Escherichia coli,conjugative,128936,MOBP,2.25371234131655,6.1599730362934,290584.65443999,IncK2/Z,Single replicons,4717304,53.4117701805547,3,circular,PTU-B/O/K/Z
GCF_032375105,NZ_CP135651.1,Escherichia,Escherichia coli,mobilizable,73868,No MOB,3.4726471698088,5.43779881770258,256517.501139436,"IncFIA,IncFIC,rep_cluster_2313",Multiple replicons,4717304,44.1801592029025,3,circular,-
GCF_032375125,NZ_CP135645.1,Escherichia,Escherichia coli,conjugative,90712,MOBP,1.13589728695262,2.03829405010869,103039.514694046,IncK2/Z,Single replicons,5055184,52.8033777229033,2,circular,PTU-B/O/K/Z
GCF_032375125,NZ_CP135644.1,Escherichia,Escherichia coli,conjugative,92285,Multiple MOB,1.01245380881522,1.84828682292301,93434.2997465123,"IncFIB,IncFII,IncQ1",Multiple replicons,5055184,52.4343067670802,2,circular,PTU-FE
GCF_032375145,NZ_CP135720.1,Escherichia,Escherichia coli,non-mobilizable,114077,No MOB,2.25453628838498,4.86695782739075,257190.736170094,"IncFIB,IncFII,IncQ1",Multiple replicons,5284425,52.7880291382137,2,circular,PTU-FE
GCF_032375145,NZ_CP135721.1,Escherichia,Escherichia coli,conjugative,70302,MOBF,4.06830916340963,5.41232529189124,286010.270806024,"IncFIA,IncFIC",Multiple replicons,5284425,52.2687832494097,2,circular,PTU-FE
GCF_032375165,NZ_CP135717.1,Escherichia,Escherichia coli,mobilizable,4074,MOBQ,4.75245639617263,0.378710894112723,19361.5073580073,rep_cluster_1778,Single replicons,5112477,51.5954835542464,6,circular,PTU-E10
GCF_032375165,NZ_CP135716.1,Escherichia,Escherichia coli,conjugative,72746,MOBF,1.19387761278853,1.69878164380816,86849.8208199143,"IncFIA,IncFIC",Multiple replicons,5112477,52.360267231188,6,circular,PTU-FE
GCF_032375165,NZ_CP135718.1,Escherichia,Escherichia coli,mobilizable,2097,No MOB,49.7173467219969,2.03927129796433,104257.276076028,ColpVC,Single replicons,5112477,55.5555555555556,6,circular,PTU-E11
GCF_032375185,NZ_CP135654.1,Escherichia,Escherichia coli,mobilizable,97567,MOBP,2.18368856891936,4.04038226399896,213055.942603755,"IncFIA,IncFIB,rep_cluster_2131",Multiple replicons,5273163,52.3875900663134,2,circular,PTU-FE
GCF_032375205,NZ_CP135657.1,Escherichia,Escherichia coli,conjugative,160382,Multiple MOB,2.04573460948906,6.60972085456989,328099.008139075,"IncFIA,IncFIA,IncFIB,rep_cluster_2131",Multiple replicons,4963886,51.7607960993129,1,circular,PTU-FE
GCF_032375225,NZ_CP135661.1,Escherichia,Escherichia coli,mobilizable,5169,MOBQ,46.0786925411234,4.86376700684611,238180.761745067,rep_cluster_2131,Single replicons,4897043,47.5140259237764,5,circular,PTU-E7
GCF_032375225,NZ_CP135662.1,Escherichia,Escherichia coli,mobilizable,4082,MOBQ,19.8345115426393,1.65333398373372,80964.4761170534,rep_cluster_1778,Single replicons,4897043,49.3630573248408,5,circular,PTU-E10
GCF_032375225,NZ_CP135660.1,Escherichia,Escherichia coli,conjugative,87747,MOBP,2.94490911166589,5.27679540125228,258406.939821347,IncI-gamma/K1,Single replicons,4897043,52.6183231335544,5,circular,PTU-B/O/K/Z
