AnnotationAccession,SeqID,SeqType,PIRAReadCount,replicon_length,PIRASequencingCoverage,PIRALongestRepliconCoverage,PIRACopyNumber,InitialReadCount,AdditionalReadCount,InitialCopyNumberEstimate,RepliconDNAContent,Organism,Strain,TaxonomicGroup,TaxonomicSubgroup,host,isolation_source,Annotation,Genus,max_replicon_length,normalized_replicon_length,Plasmid,PredictedMobility,log10_replicon_length,log10_PIRACopyNumber,log10_normalized_replicon_length,Size_Cluster
GCF_964199125.1_Zagreb027_hybrid_assembly.fa.gz,NZ_OZ111501.1,plasmid,112450,9294,12.09920379,0.368368772,32.84233003,112450,0,32.84535687,305236.6153,Klebsiella pneumoniae,-,Pseudomonadota,Gammaproteobacteria,Homo sapiens,clinical material,Humans,Klebsiella,5327558,0.001744514,OZ111501.1,NA,3.968202668,1.516433961,-2.758325518,Cluster_2
GCF_038433795.1_ASM3843379v1,NZ_CP131792.1,plasmid,203251,846886,0.239998063,0.277673217,0.886438168,193094,10157,0.864318376,750712.0743,Pseudomonas aeruginosa,-,Pseudomonadota,Gammaproteobacteria,Homo sapiens,blood,Humans,Pseudomonas,5752611,0.147217672,CP131792.1,NA,5.927824954,-0.052351553,-0.832040054,Cluster_1
GCF_038433795.1_ASM3843379v1,NZ_CP131793.1,plasmid,101723,405567,0.250816758,0.277673217,0.899404718,101723,0,0.903280341,364768.8732,Pseudomonas aeruginosa,-,Pseudomonadota,Gammaproteobacteria,Homo sapiens,blood,Humans,Pseudomonas,5752611,0.070501378,CP131793.1,NA,5.60806261,-0.046044839,-1.151802397,Cluster_1
GCF_000832565.1_ASM83256v1,NZ_CP009463.1,plasmid,382844,180693,2.118753909,1.700740408,1.245783247,382745,99,1.245783247,225104.3123,Bacillus anthracis,SK-102,Terrabacteria group,Bacillota,NA,Wool from Pakistan,Livestock,Bacillus,5230088,0.034548749,CP009463.1,conjugative,5.256941328,0.095442486,-1.461567668,Cluster_1
GCF_000832565.1_ASM83256v1,NZ_CP009462.1,plasmid,66615,94884,0.702067788,1.700740408,0.412801263,66575,40,0.412801263,39168.23501,Bacillus anthracis,SK-102,Terrabacteria group,Bacillota,NA,Wool from Pakistan,Livestock,Bacillus,5230088,0.018141951,CP009462.1,conjugative,4.977192985,-0.384258983,-1.741316011,Cluster_1
GCF_001921905.1_ASM192190v1,NZ_CP013687.1,plasmid,140207,10089,13.89701655,3.876150058,3.585262786,140204,3,3.585262786,36171.71624,Clostridium botulinum,F1425,Terrabacteria group,Bacillota,NA,NA,Unannotated,Clostridium,3957628,0.002549254,CP013687.1,mobilizable,4.003848122,0.554520993,-2.593586848,Cluster_2
GCF_032361125.1_ASM3236112v1,NZ_CP119444.1,plasmid,582437,285256,2.041804555,1.623112389,1.293389152,557172,25265,1.257956361,368947.0158,Escherichia coli,201908119,Pseudomonadota,Gammaproteobacteria,Homo sapiens,NA,Humans,Escherichia,4772765,0.059767451,CP119444.1,NA,5.455234788,0.111729214,-1.223535263,Cluster_1
GCF_032361125.1_ASM3236112v1,NZ_CP119445.1,plasmid,130920,88008,1.487592037,1.623112389,0.928667671,124344,6576,0.916505873,81730.18441,Escherichia coli,201908119,Pseudomonadota,Gammaproteobacteria,Homo sapiens,NA,Humans,Escherichia,4772765,0.018439626,CP119445.1,NA,4.944522152,-0.032139673,-1.7342479,Cluster_1
GCF_016127455.1_ASM1612745v1,NZ_CP066012.1,plasmid,716997,33080,21.67463724,4.829455927,4.507320925,711996,5001,4.488008085,149102.1762,Staphylococcus equorum,FDAARGOS_1068,Terrabacteria group,Bacillota,NA,NA,Unannotated,Staphylococcus,2739245,0.01207632,CP066012.1,non-mobilizable,4.519565501,0.653918481,-1.918065377,Cluster_1
GCF_007990655.1_ASM799065v1,NZ_AP019762.1,plasmid,27097,118827,0.228037399,1.073081143,0.212535032,26841,256,0.212507135,25254.90028,Escherichia coli O111:H-,110512,Pseudomonadota,Gammaproteobacteria,Homo sapiens,bloody diarrhea,Humans,Escherichia,5302257,0.022410645,AP019762.1,conjugative,5.074915133,-0.672569475,-1.649545641,Cluster_1
GCF_007990655.1_ASM799065v1,NZ_AP019763.1,plasmid,29307,78470,0.373480311,1.073081143,0.356378937,25731,3576,0.348044799,27965.05517,Escherichia coli O111:H-,110512,Pseudomonadota,Gammaproteobacteria,Homo sapiens,bloody diarrhea,Humans,Escherichia,5302257,0.014799358,AP019763.1,conjugative,4.894703653,-0.448087972,-1.829757122,Cluster_1
GCF_007990655.1_ASM799065v1,NZ_AP019764.1,plasmid,56366,46350,1.21609493,1.073081143,1.142167088,55999,367,1.133273973,52939.44451,Escherichia coli O111:H-,110512,Pseudomonadota,Gammaproteobacteria,Homo sapiens,bloody diarrhea,Humans,Escherichia,5302257,0.00874156,AP019764.1,conjugative,4.666049738,0.057729642,-2.058411036,Cluster_1
GCF_007990655.1_ASM799065v1,NZ_AP019765.1,plasmid,29972,6795,4.410890361,1.073081143,4.108821343,29972,0,4.110490983,27919.44103,Escherichia coli O111:H-,110512,Pseudomonadota,Gammaproteobacteria,Homo sapiens,bloody diarrhea,Humans,Escherichia,5302257,0.00128153,AP019765.1,mobilizable,3.832189461,0.613717258,-2.892271313,Cluster_2
GCF_007990655.1_ASM799065v1,NZ_AP019766.1,plasmid,19451,6674,2.914444111,1.073081143,2.714855548,19445,6,2.715958743,18118.94593,Escherichia coli O111:H-,110512,Pseudomonadota,Gammaproteobacteria,Homo sapiens,bloody diarrhea,Humans,Escherichia,5302257,0.001258709,AP019766.1,mobilizable,3.824386202,0.433746727,-2.900074572,Cluster_2
GCF_007990655.1_ASM799065v1,NZ_AP019767.1,plasmid,12625,5423,2.328047206,1.073081143,2.168616598,12621,4,2.169497826,11760.40781,Escherichia coli O111:H-,110512,Pseudomonadota,Gammaproteobacteria,Homo sapiens,bloody diarrhea,Humans,Escherichia,5302257,0.001022772,AP019767.1,mobilizable,3.734239604,0.336182777,-2.99022117,Cluster_2
GCF_030515575.1_ASM3051557v1,NZ_CP082098.1,plasmid,58554,142105,0.41204743,0.477085241,0.867054248,57385,1169,0.863676749,123212.7439,Escherichia coli,MS15052,Pseudomonadota,Gammaproteobacteria,Homo sapiens,CSF,Humans,Escherichia,5174067,0.027464855,CP082098.1,conjugative,5.152609359,-0.06195373,-1.561222689,Cluster_1
GCF_030515575.1_ASM3051557v1,NZ_CP082099.1,plasmid,49132,12783,3.843542204,0.477085241,8.055414635,49132,0,8.056300796,102972.3653,Escherichia coli,MS15052,Pseudomonadota,Gammaproteobacteria,Homo sapiens,CSF,Humans,Escherichia,5174067,0.00247059,CP082099.1,mobilizable,4.106632789,0.9060879,-2.607199259,Cluster_2
GCF_002591135.1_ASM259113v1,NZ_CP023959.1,plasmid,489151,128761,3.798906501,3.944606303,0.971604865,480159,8992,0.963063538,125104.814,Escherichia coli,FDAARGOS_448,Pseudomonadota,Gammaproteobacteria,Homo sapiens,Urine,Humans,Escherichia,5169451,0.024908061,CP023959.1,conjugative,5.109784341,-0.012510319,-1.603660082,Cluster_1
GCF_002591135.1_ASM259113v1,NZ_CP023961.1,plasmid,254667,96807,2.630667204,3.944606303,0.666730077,254656,11,0.666902348,64544.13857,Escherichia coli,FDAARGOS_448,Pseudomonadota,Gammaproteobacteria,Homo sapiens,Urine,Humans,Escherichia,5169451,0.018726747,CP023961.1,non-mobilizable,4.985906762,-0.176049953,-1.727537661,Cluster_1
GCF_002591135.1_ASM259113v1,NZ_CP023957.1,plasmid,169400,48550,3.489186406,3.944606303,0.890996989,165936,3464,0.884546172,43257.90381,Escherichia coli,FDAARGOS_448,Pseudomonadota,Gammaproteobacteria,Homo sapiens,Urine,Humans,Escherichia,5169451,0.009391713,CP023957.1,conjugative,4.686189234,-0.050123764,-2.027255189,Cluster_1
GCF_002591135.1_ASM259113v1,NZ_CP023958.1,plasmid,282356,3264,86.50612745,3.944606303,21.92456611,282356,0,21.930231,71561.78378,Escherichia coli,FDAARGOS_448,Pseudomonadota,Gammaproteobacteria,Homo sapiens,Urine,Humans,Escherichia,5169451,0.000631402,CP023958.1,mobilizable,3.51375015,1.340931007,-3.199694273,Cluster_2
GCF_029714005.1_ASM2971400v1,NZ_CP121599.1,plasmid,26669,72243,0.369156873,0.459780701,0.811373796,26040,629,0.802897712,58616.07717,Acinetobacter baumannii,JAB77,Pseudomonadota,Gammaproteobacteria,Homo sapiens,NA,Humans,Acinetobacter,4032492,0.017915225,CP121599.1,conjugative,4.858795772,-0.090779022,-1.746777742,Cluster_1
GCF_029714005.1_ASM2971400v1,NZ_CP121600.1,plasmid,11557,8723,1.324888227,0.459780701,2.881016517,11557,0,2.881565543,25131.10707,Acinetobacter baumannii,JAB77,Pseudomonadota,Gammaproteobacteria,Homo sapiens,NA,Humans,Acinetobacter,4032492,0.002163179,CP121600.1,non-mobilizable,3.940665872,0.459545748,-2.664907642,Cluster_2
GCF_013344605.1_ASM1334460v1,NZ_CP046109.1,plasmid,777433,74657,10.41339727,3.032056469,3.520389062,755655,21778,3.434433816,262821.6862,Enterococcus faecalis,133170041-3,Terrabacteria group,Bacillota,NA,air,Earth,Enterococcus,2910333,0.025652391,CP046109.1,mobilizable,4.873070534,0.546590663,-1.590872149,Cluster_1
GCF_013344605.1_ASM1334460v1,NZ_CP046110.1,plasmid,435894,53448,8.155478222,3.032056469,2.81356778,408820,27074,2.689751429,150379.5707,Enterococcus faecalis,133170041-3,Terrabacteria group,Bacillota,NA,air,Earth,Enterococcus,2910333,0.018364909,CP046110.1,mobilizable,4.727931459,0.449257382,-1.736011225,Cluster_1
GCF_036013835.1_ASM3601383v1,NZ_CP107888.1,plasmid,512717,286564,1.789188454,1.870290605,0.958303167,511288,1429,0.956636604,274615.1886,Streptomyces nojiriensis,NBC_00471,Terrabacteria group,Actinomycetota,NA,NA,Unannotated,Streptomyces,9844630,0.029108661,CP107888.1,NA,5.457221631,-0.018497077,-1.535977768,Cluster_1
GCF_035994945.1_ASM3599494v1,NZ_CP108678.1,plasmid,306201,338085,0.905692355,1.606457249,0.563396158,306200,1,0.56378242,190475.7902,Streptomyces sp. NBC_01216,NBC_01216,Terrabacteria group,Actinomycetota,NA,NA,Unannotated,Streptomyces,7127401,0.047434542,CP108678.1,NA,5.529025903,-0.249186119,-1.323905291,Cluster_1
GCF_035994945.1_ASM3599494v1,NZ_CP108679.1,plasmid,374696,145945,2.567378122,1.606457249,1.652331629,360360,14336,1.598161497,241149.5396,Streptomyces sp. NBC_01216,NBC_01216,Terrabacteria group,Actinomycetota,NA,NA,Unannotated,Streptomyces,7127401,0.020476609,CP108679.1,NA,5.164189221,0.218097216,-1.688741973,Cluster_1
GCF_035994945.1_ASM3599494v1,NZ_CP108680.1,plasmid,583650,107176,5.445715459,1.606457249,3.387568803,583650,0,3.389891305,363066.074,Streptomyces sp. NBC_01216,NBC_01216,Terrabacteria group,Actinomycetota,NA,NA,Unannotated,Streptomyces,7127401,0.015037178,CP108680.1,NA,5.030097544,0.529888125,-1.822833649,Cluster_1
GCF_001663295.1_ASM166329v1,NZ_CP014763.1,plasmid,516368,284894,1.812491664,1.274058588,1.430666245,507149,9219,1.422612493,407588.2293,Klebsiella pneumoniae,KPNIH39,Pseudomonadota,Gammaproteobacteria,Homo sapiens,NA,Humans,Klebsiella,5351509,0.053236199,CP014763.1,non-mobilizable,5.454683303,0.155538331,-1.273792957,Cluster_1
GCF_001663295.1_ASM166329v1,NZ_CP014765.1,plasmid,227932,106559,2.139021575,1.274058588,1.678652624,227078,854,1.67890362,178875.5449,Klebsiella pneumoniae,KPNIH39,Pseudomonadota,Gammaproteobacteria,Homo sapiens,NA,Humans,Klebsiella,5351509,0.019911954,CP014765.1,conjugative,5.027590136,0.224960834,-1.700886124,Cluster_1
GCF_001663295.1_ASM166329v1,NZ_CP014764.1,plasmid,146068,36707,3.979295502,1.274058588,3.122344994,146068,0,3.123322224,114611.9177,Klebsiella pneumoniae,KPNIH39,Pseudomonadota,Gammaproteobacteria,Homo sapiens,NA,Humans,Klebsiella,5351509,0.006859187,CP014764.1,mobilizable,4.564748892,0.494480887,-2.163727368,Cluster_1
GCF_022170805.1_ASM2217080v1,NZ_CP081873.1,plasmid,1279552,350788,3.647650433,1.755003632,2.083736434,1272217,7335,2.078428994,730949.7362,Bacillus toyonensis,UTDF19-29B,Terrabacteria group,Bacillota,Environment,soil,Earth,Bacillus,5240743,0.066934784,CP081873.1,non-mobilizable,5.545044728,0.318842785,-1.174348135,Cluster_1
GCF_022170805.1_ASM2217080v1,NZ_CP081874.1,plasmid,739956,262462,2.819288126,1.755003632,1.607645723,736644,3312,1.606428656,421945.9118,Bacillus toyonensis,UTDF19-29B,Terrabacteria group,Bacillota,Environment,soil,Earth,Bacillus,5240743,0.050081067,CP081874.1,conjugative,5.419066434,0.20619035,-1.300326429,Cluster_1
GCF_022170805.1_ASM2217080v1,NZ_CP081875.1,plasmid,188401,13279,14.18789065,1.755003632,8.083703625,188307,94,8.084251448,107343.5004,Bacillus toyonensis,UTDF19-29B,Terrabacteria group,Bacillota,Environment,soil,Earth,Bacillus,5240743,0.002533801,CP081875.1,mobilizable,4.123165371,0.907610382,-2.596227492,Cluster_2
GCF_022170805.1_ASM2217080v1,NZ_CP081876.1,plasmid,102434,3188,32.13111669,1.755003632,18.55492978,100527,1907,18.30829071,59153.11614,Bacillus toyonensis,UTDF19-29B,Terrabacteria group,Bacillota,Environment,soil,Earth,Bacillus,5240743,0.000608311,CP081876.1,non-mobilizable,3.503518313,1.268459315,-3.21587455,Cluster_2
GCF_022170805.1_ASM2217080v1,NZ_CP081877.1,plasmid,84870,1764,48.1122449,1.755003632,27.41026908,84869,1,27.41432782,48351.71465,Bacillus toyonensis,UTDF19-29B,Terrabacteria group,Bacillota,Environment,soil,Earth,Bacillus,5240743,0.000336593,CP081877.1,non-mobilizable,3.246498581,1.437913299,-3.472894282,Cluster_2
GCF_002024285.1_ASM202428v1,NZ_CP019731.1,plasmid,261318,74460,3.509508461,1.988891535,1.764554979,228975,32343,1.764554979,131388.7637,Pseudomonas syringae pv. actinidiae,CRAFRU 12.29,Pseudomonadota,Gammaproteobacteria,Actinidia deliciosa,NA,Plants,Pseudomonas,6545549,0.011375669,CP019731.1,conjugative,4.871923032,0.246635194,-1.944023046,Cluster_1
GCF_964198915.1_Zagreb028_hybrid_assembly.fa.gz,NZ_OZ111437.1,plasmid,136629,226769,0.602502988,0.447622316,1.365514974,131694,4935,1.346007484,309656.465,Klebsiella pneumoniae,-,Pseudomonadota,Gammaproteobacteria,Homo sapiens,clinical material,Humans,Klebsiella,5328968,0.042554018,OZ111437.1,NA,5.355583685,0.135296467,-1.371059427,Cluster_1
GCF_964198915.1_Zagreb028_hybrid_assembly.fa.gz,NZ_OZ111438.1,plasmid,46762,104894,0.445802429,0.447622316,0.99582195,46762,0,0.995934324,104455.7476,Klebsiella pneumoniae,-,Pseudomonadota,Gammaproteobacteria,Homo sapiens,clinical material,Humans,Klebsiella,5328968,0.019683736,OZ111438.1,NA,5.020750647,-0.001818305,-1.705892465,Cluster_1
GCF_964198915.1_Zagreb028_hybrid_assembly.fa.gz,NZ_OZ111439.1,plasmid,55043,94438,0.582848006,0.447622316,1.345213636,52982,2061,1.302097739,127039.2853,Klebsiella pneumoniae,-,Pseudomonadota,Gammaproteobacteria,Homo sapiens,clinical material,Humans,Klebsiella,5328968,0.01772163,OZ111439.1,NA,4.975146781,0.128791261,-1.751496331,Cluster_1
GCF_964198915.1_Zagreb028_hybrid_assembly.fa.gz,NZ_OZ111440.1,plasmid,87100,9294,9.371637616,0.447622316,20.93412201,87100,0,20.93648434,194561.73,Klebsiella pneumoniae,-,Pseudomonadota,Gammaproteobacteria,Homo sapiens,clinical material,Humans,Klebsiella,5328968,0.001744053,OZ111440.1,NA,3.968202668,1.320854751,-2.758440444,Cluster_2
GCF_020035495.1_ASM2003549v1,NZ_CP083345.1,plasmid,1927828,735984,2.619388465,2.205065012,1.187808508,1918335,9493,1.187896253,874208.0569,Ensifer adhaerens,W2-A,Pseudomonadota,Alphaproteobacteria,NA,soil,Earth,Ensifer,4191027,0.175609463,CP083345.1,non-mobilizable,5.866868373,0.074746432,-0.755452086,Cluster_1
GCF_000832405.1_ASM83240v1,NZ_CP009317.1,plasmid,2369535,179680,13.18752783,17.24182797,0.767066924,2362664,6871,0.764856711,137826.585,Bacillus cereus 03BB102,03BB102,Terrabacteria group,Bacillota,Homo sapiens,Human blood,Humans,Bacillus,5268427,0.034105056,CP009317.1,conjugative,5.254499739,-0.115166743,-1.467181228,Cluster_1
GCF_016725305.1_ASM1672530v1,NZ_CP068070.1,plasmid,641492,28553,22.46671103,3.904056713,5.754830176,637232,4260,5.754709186,164317.666,Staphylococcus equorum,FDAARGOS_1149,Terrabacteria group,Bacillota,NA,NA,Unannotated,Staphylococcus,2698219,0.010582165,CP068070.1,non-mobilizable,4.455651745,0.760032512,-1.975425451,Cluster_1
GCF_016725305.1_ASM1672530v1,NZ_CP068072.1,plasmid,355854,4846,73.43252167,3.904056713,18.80928238,355843,11,18.80928661,91149.78243,Staphylococcus equorum,FDAARGOS_1149,Terrabacteria group,Bacillota,NA,NA,Unannotated,Staphylococcus,2698219,0.001796,CP068072.1,mobilizable,3.68538341,1.274372227,-2.745693786,Cluster_2
GCF_016725305.1_ASM1672530v1,NZ_CP068071.1,plasmid,278059,4397,63.23834433,3.904056713,16.19810744,277994,65,16.19811109,71223.07843,Staphylococcus equorum,FDAARGOS_1149,Terrabacteria group,Bacillota,NA,NA,Unannotated,Staphylococcus,2698219,0.001629593,CP068071.1,mobilizable,3.643156466,1.209464275,-2.787920731,Cluster_2
GCF_038426605.1_ASM3842660v1,NZ_CP131650.1,plasmid,15546,13166,1.180768647,0.361842258,3.263292068,15396,150,3.263213788,42964.50337,Staphylococcus aureus,-,Terrabacteria group,Bacillota,Homo sapiens,blood,Humans,Staphylococcus,2879075,0.004572997,CP131650.1,NA,4.119453851,0.513655945,-2.339799128,Cluster_2
GCF_038426605.1_ASM3842660v1,NZ_CP131651.1,plasmid,55672,3125,17.81504,0.361842258,49.23924791,54543,1129,49.23427153,153872.6497,Staphylococcus aureus,-,Terrabacteria group,Bacillota,Homo sapiens,blood,Humans,Staphylococcus,2879075,0.001085418,CP131651.1,NA,3.494850022,1.692311411,-2.964402957,Cluster_2
GCF_009017495.1_ASM901749v1,NZ_CP044989.1,plasmid,637083,380021,1.676441565,2.246390701,0.74727728,633907,3176,0.746282276,283981.0592,Deinococcus sp. AJ005,AJ005,Terrabacteria group,Deinococcota,NA,NA,Unannotated,Deinococcus,3380712,0.11240857,CP044989.1,non-mobilizable,5.579807596,-0.126518222,-0.949200579,Cluster_1
GCF_009017495.1_ASM901749v1,NZ_CP044991.1,plasmid,283211,115048,2.461676865,2.246390701,1.095799785,282480,731,1.095836474,126069.5736,Deinococcus sp. AJ005,AJ005,Terrabacteria group,Deinococcota,NA,NA,Unannotated,Deinococcus,3380712,0.034030701,CP044991.1,non-mobilizable,5.060879073,0.039731211,-1.468129102,Cluster_1
GCF_009017495.1_ASM901749v1,NZ_CP044987.1,plasmid,273214,96101,2.842988106,2.246390701,1.265375945,272987,227,1.265580429,121603.8937,Deinococcus sp. AJ005,AJ005,Terrabacteria group,Deinococcota,NA,NA,Unannotated,Deinococcus,3380712,0.028426261,CP044987.1,non-mobilizable,4.982727907,0.102219574,-1.546280268,Cluster_1
GCF_009017495.1_ASM901749v1,NZ_CP044988.1,plasmid,104491,17648,5.920840888,2.246390701,2.635281626,104445,46,2.635712873,46507.45013,Deinococcus sp. AJ005,AJ005,Terrabacteria group,Deinococcota,NA,NA,Unannotated,Deinococcus,3380712,0.005220202,CP044988.1,non-mobilizable,4.246695495,0.420827034,-2.28231268,Cluster_2
GCF_000233775.1_ASM23377v1,NC_016149.1,plasmid,957074,31872,30.02867721,13.03095884,2.30441041,922970,34104,2.30441041,73446.1686,Thermovirga lienii DSM 17291,DSM 17291,Synergistota,Synergistia,NA,production water from an oil well,Human-impacted,Thermovirga,1967774,0.016196982,16149.1,non-mobilizable,4.503409317,0.362559829,-1.790565901,Cluster_1
GCF_004768525.1_ASM476852v1,NZ_CP038614.1,plasmid,71171,222851,0.319365854,0.148049911,2.829323951,50778,20393,2.157149918,630517.6717,Arsenophonus nasoniae,FIN,Pseudomonadota,Gammaproteobacteria,Nasonia vitripennis,whole insect,Animals,Arsenophonus,3871978,0.057554821,CP038614.1,mobilizable,5.348014587,0.451682676,-1.239918294,Cluster_1
GCF_004768525.1_ASM476852v1,NZ_CP038617.1,plasmid,65018,133306,0.487734986,0.148049911,4.37868854,50732,14286,3.29439566,583705.4545,Arsenophonus nasoniae,FIN,Pseudomonadota,Gammaproteobacteria,Nasonia vitripennis,whole insect,Animals,Arsenophonus,3871978,0.034428398,CP038617.1,conjugative,5.124849697,0.641344054,-1.463083184,Cluster_1
GCF_004768525.1_ASM476852v1,NZ_CP038619.1,plasmid,35714,121472,0.294010142,0.148049911,2.302688776,31803,3911,1.985885296,279712.211,Arsenophonus nasoniae,FIN,Pseudomonadota,Gammaproteobacteria,Nasonia vitripennis,whole insect,Animals,Arsenophonus,3871978,0.031372079,CP038619.1,mobilizable,5.084476182,0.362235244,-1.503456699,Cluster_1
GCF_004768525.1_ASM476852v1,NZ_CP038620.1,plasmid,61502,120926,0.508592031,0.148049911,3.970821026,55581,5921,3.435274135,480175.5033,Arsenophonus nasoniae,FIN,Pseudomonadota,Gammaproteobacteria,Nasonia vitripennis,whole insect,Animals,Arsenophonus,3871978,0.031231066,CP038620.1,non-mobilizable,5.082519687,0.598880313,-1.505413194,Cluster_1
GCF_004768525.1_ASM476852v1,NZ_CP038616.1,plasmid,19870,85274,0.23301358,0.148049911,3.237128947,2425,17445,1.573885303,276042.9339,Arsenophonus nasoniae,FIN,Pseudomonadota,Gammaproteobacteria,Nasonia vitripennis,whole insect,Animals,Arsenophonus,3871978,0.022023369,CP038616.1,non-mobilizable,4.930816635,0.510159999,-1.657116246,Cluster_1
GCF_004768525.1_ASM476852v1,NZ_CP038615.1,plasmid,17836,85190,0.209367297,0.148049911,2.755045501,1520,16316,1.414166983,234702.3263,Arsenophonus nasoniae,FIN,Pseudomonadota,Gammaproteobacteria,Nasonia vitripennis,whole insect,Animals,Arsenophonus,3871978,0.022001675,CP038615.1,non-mobilizable,4.930388618,0.440128776,-1.657544263,Cluster_1
GCF_004768525.1_ASM476852v1,NZ_CP038618.1,plasmid,43311,61872,0.700009697,0.148049911,5.912828026,35693,7618,4.728200717,365838.4957,Arsenophonus nasoniae,FIN,Pseudomonadota,Gammaproteobacteria,Nasonia vitripennis,whole insect,Animals,Arsenophonus,3871978,0.01597943,CP038618.1,mobilizable,4.791494155,0.771795248,-1.796438726,Cluster_1
GCF_004768525.1_ASM476852v1,NZ_CP038623.1,plasmid,44009,46250,0.951545946,0.148049911,7.510412239,36107,7902,6.427196995,347356.5661,Arsenophonus nasoniae,FIN,Pseudomonadota,Gammaproteobacteria,Nasonia vitripennis,whole insect,Animals,Arsenophonus,3871978,0.011944799,CP038623.1,non-mobilizable,4.665111737,0.875663776,-1.922821144,Cluster_1
GCF_004768525.1_ASM476852v1,NZ_CP038624.1,plasmid,28368,34725,0.816933045,0.148049911,5.703426292,27108,1260,5.517957001,198051.478,Arsenophonus nasoniae,FIN,Pseudomonadota,Gammaproteobacteria,Nasonia vitripennis,whole insect,Animals,Arsenophonus,3871978,0.008968284,CP038624.1,mobilizable,4.540642254,0.756135833,-2.047290627,Cluster_1
GCF_004768525.1_ASM476852v1,NZ_CP038625.1,plasmid,37528,33626,1.116041159,0.148049911,7.823308086,34636,2892,7.538276435,263066.5577,Arsenophonus nasoniae,FIN,Pseudomonadota,Gammaproteobacteria,Nasonia vitripennis,whole insect,Animals,Arsenophonus,3871978,0.00868445,CP038625.1,non-mobilizable,4.526675209,0.893390433,-2.061257672,Cluster_1
GCF_004768525.1_ASM476852v1,NZ_CP038626.1,plasmid,53607,32417,1.653669371,0.148049911,11.24323823,52686,921,11.16967484,364472.0536,Arsenophonus nasoniae,FIN,Pseudomonadota,Gammaproteobacteria,Nasonia vitripennis,whole insect,Animals,Arsenophonus,3871978,0.008372207,CP038626.1,non-mobilizable,4.510772821,1.050891413,-2.07716006,Cluster_1
GCF_004768525.1_ASM476852v1,NZ_CP038627.1,plasmid,64387,15977,4.029980597,0.148049911,26.85624809,63211,1176,27.22041883,429082.2758,Arsenophonus nasoniae,FIN,Pseudomonadota,Gammaproteobacteria,Nasonia vitripennis,whole insect,Animals,Arsenophonus,3871978,0.004126315,CP038627.1,non-mobilizable,4.203495235,1.42904534,-2.384437646,Cluster_2
GCF_004768525.1_ASM476852v1,NZ_CP038628.1,plasmid,20813,8312,2.503970164,0.148049911,16.66712104,20770,43,16.91301359,138537.1101,Arsenophonus nasoniae,FIN,Pseudomonadota,Gammaproteobacteria,Nasonia vitripennis,whole insect,Animals,Arsenophonus,3871978,0.002146706,CP038628.1,non-mobilizable,3.919705535,1.221860589,-2.668227346,Cluster_2
GCF_004768525.1_ASM476852v1,NZ_CP038630.1,plasmid,17496,7173,2.439146801,0.148049911,16.32369871,17116,380,16.47516555,117089.8908,Arsenophonus nasoniae,FIN,Pseudomonadota,Gammaproteobacteria,Nasonia vitripennis,whole insect,Animals,Arsenophonus,3871978,0.001852542,CP038630.1,non-mobilizable,3.855700831,1.21281857,-2.73223205,Cluster_2
GCF_004768525.1_ASM476852v1,NZ_CP038629.1,plasmid,23597,3641,6.480911837,0.148049911,43.14724023,23467,130,43.77518213,157099.1017,Arsenophonus nasoniae,FIN,Pseudomonadota,Gammaproteobacteria,Nasonia vitripennis,whole insect,Animals,Arsenophonus,3871978,0.000940346,CP038629.1,non-mobilizable,3.561220679,1.634953023,-3.026712202,Cluster_2
GCF_013782105.1_ASM1378210v1,NZ_CP056192.1,plasmid,203200,246880,0.823071938,0.764448782,1.112925628,181798,21402,1.076686832,274759.079,Klebsiella pneumoniae,RHBSTW-00995,Pseudomonadota,Gammaproteobacteria,NA,Freshwater sample from downstream of wastewater treatment plant,Human-impacted,Klebsiella,5185437,0.047610259,CP056192.1,conjugative,5.392485909,0.046466143,-1.322299453,Cluster_1
GCF_013782105.1_ASM1378210v1,NZ_CP056193.1,plasmid,118079,72044,1.638984509,0.764448782,2.243720502,108252,9827,2.144008268,161646.5998,Klebsiella pneumoniae,RHBSTW-00995,Pseudomonadota,Gammaproteobacteria,NA,Freshwater sample from downstream of wastewater treatment plant,Human-impacted,Klebsiella,5185437,0.013893525,CP056193.1,mobilizable,4.857597818,0.350968756,-1.857187545,Cluster_1
GCF_013782105.1_ASM1378210v1,NZ_CP056194.1,plasmid,264036,70240,3.75905467,0.764448782,5.074119532,241906,22130,4.917340124,356406.1559,Klebsiella pneumoniae,RHBSTW-00995,Pseudomonadota,Gammaproteobacteria,NA,Freshwater sample from downstream of wastewater treatment plant,Human-impacted,Klebsiella,5185437,0.013545628,CP056194.1,conjugative,4.846584503,0.705360694,-1.868200859,Cluster_1
GCF_013782105.1_ASM1378210v1,NZ_CP056195.1,plasmid,231398,14959,15.46881476,0.764448782,20.20937024,231398,0,20.23525332,302311.9695,Klebsiella pneumoniae,RHBSTW-00995,Pseudomonadota,Gammaproteobacteria,NA,Freshwater sample from downstream of wastewater treatment plant,Human-impacted,Klebsiella,5185437,0.00288481,CP056195.1,non-mobilizable,4.174902562,1.30555278,-2.5398828,Cluster_2
